,rating,title,user
48,3,The Valley of Fear,58736911
49,4,The Hound of the Baskervilles,58736911
50,4,The Adventures of Sherlock Holmes,58736911
51,4,The Sign of Four,58736911
52,4,A Study in Scarlet,58736911
53,3,The Long Dark Tea-Time of the Soul,58736911
54,4,Death with Interruptions,58736911
55,4,Dirk Gently's Holistic Detective Agency,58736911
56,4,Cutting for Stone,58736911
57,2,Robots and Empire,58736911
58,3,The Robots of Dawn,58736911
59,3,The Naked Sun,58736911
60,2,The Caves of Steel,58736911
61,4,"I, Robot",58736911
62,5,The Star,58736911
63,4,Impossible Dreams,58736911
64,5,The Martian Chronicles,58736911
65,5,The Great Divorce,58736911
66,5,Second Foundation,58736911
67,4,Foundation and Empire,58736911
68,5,Grave Peril,58736911
69,4,Fool Moon,58736911
70,3,Red Seas Under Red Skies,58736911
71,3,The Graveyard Book,58736911
72,4,Storm Front,58736911
73,4,The Lies of Locke Lamora,58736911
74,5,The Shadow Over Innsmouth,58736911
75,3,The Call of Cthulhu,58736911
76,5,Morning Star,58736911
77,5,Golden Son,58736911
78,4,Red Rising,58736911
79,5,Words of Radiance,58736911
80,5,The Way of Kings,58736911
81,4,The Bands of Mourning,58736911
82,3,Shadows of Self,58736911
83,4,The Alloy of Law,58736911
84,3,Children of Dune,58736911
85,4,Harry Potter and the Half-Blood Prince,58736911
86,4,Harry Potter and the Deathly Hallows,58736911
87,4,Harry Potter and the Order of the Phoenix,58736911
88,3,Harry Potter and the Prisoner of Azkaban,58736911
89,4,Harry Potter and the Chamber of Secrets,58736911
90,5,Harry Potter and the Goblet of Fire,58736911
91,5,Harry Potter and the Sorcerer's Stone,58736911
92,4,The Road,58736911
93,4,"The Lion, the Witch and the Wardrobe",58736911
94,3,The Scarlet Letter,58736911
95,4,The Great Gatsby,58736911
96,5,Heart of Darkness,58736911
97,4,The Hunger Games,58736911
98,3,Mostly Harmless,58736911
99,4,"So Long, and Thanks for All the Fish",58736911
100,4,"Life, the Universe and Everything",58736911
101,4,The Restaurant at the End of the Universe,58736911
102,5,The Hitchhiker's Guide to the Galaxy,58736911
103,4,1984,58736911
104,4,Cat's Cradle,58736911
105,4,The Last Wish,58736911
106,5,The Gathering Storm,58736911
107,5,Towers of Midnight,58736911
108,3,Winter's Heart,58736911
109,4,New Spring,58736911
110,5,A Memory of Light,58736911
111,3,Crossroads of Twilight,58736911
112,3,Knife of Dreams,58736911
113,3,The Path of Daggers,58736911
114,4,A Crown of Swords,58736911
115,4,Lord of Chaos,58736911
116,4,The Fires of Heaven,58736911
117,4,The Shadow Rising,58736911
118,5,The Dragon Reborn,58736911
119,4,The Great Hunt,58736911
120,4,The Eye of the World,58736911
121,4,Dark Matter,58736911
122,5,American Gods,58736911
123,2,The Girl on the Train,58736911
124,4,Ender's Game,58736911
125,3,Song of Susannah,58736911
126,4,Wolves of the Calla,58736911
127,5,Wizard and Glass,58736911
128,3,The Waste Lands,58736911
129,4,The Drawing of the Three,58736911
130,5,The Gunslinger,58736911
131,4,The Dark Tower,58736911
132,4,The Hero of Ages,58736911
133,5,The Well of Ascension,58736911
134,4,The Final Empire,58736911
135,3,Dune Messiah,58736911
136,4,Foundation,58736911
137,4,Dune,58736911
0,4,The Art of Strategy: A Game Theorist's Guide to Success in Business and Life,24262842
1,5,The Hitchhiker's Guide to the Galaxy,24262842
2,4,Eccentric Orbits: The Iridium Story,24262842
3,3,Seveneves,24262842
4,0,Darkness at Noon,24262842
5,4,Much Ado About Almost Nothing: Man's Encounter with the Electron,24262842
6,4,The Undoing Project: A Friendship That Changed Our Minds,24262842
7,2,The Remains of the Day,24262842
8,5,Foundation,24262842
9,5,The Idea Factory: Bell Labs and the Great Age of American Innovation,24262842
10,5,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",24262842
11,5,Hard-Boiled Wonderland and the End of the World,24262842
12,1,Artemis,24262842
13,4,Code Warriors: NSA's Code Breakers and the Secret Intelligence War Against the Soviet Union,24262842
14,3,Designing Sociable Robots [With CDROM],24262842
15,5,No One Understands You and What to Do About It,24262842
16,5,Experience Required: How to become a UX leader regardless of your role,24262842
17,5,Experience Required: How to become a  UX leader regardless of your role,24262842
18,3,"Winning with Data: Transform Your Culture, Empower Your People, and Shape the Future",24262842
19,3,Agile Product Management with Scrum: Creating Products That Customers Love,24262842
20,5,Nexus,24262842
21,5,The Player of Games,24262842
22,3,Leonardo's Lost Robots,24262842
23,5,Growing Up with Lucy: How to Build an Android in Twenty Easy Steps,24262842
24,2,"The Imagineers of War: The Untold Story of DARPA, the Pentagon Agency That Changed the World",24262842
25,5,"Story: Substance, Structure, Style, and the Principles of Screenwriting",24262842
26,5,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",24262842
27,5,How We Got to Now: Six Innovations That Made the Modern World,24262842
28,4,Fallen Dragon,24262842
29,5,At Home: A Short History of Private Life,24262842
30,5,Snow Crash,24262842
31,5,The Time Machine,24262842
32,5,Ready Player One,24262842
33,4,Fahrenheit 451,24262842
34,5,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,24262842
35,5,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",24262842
36,5,"Play Bigger: How Pirates, Dreamers, and Innovators Create and Dominate Markets",24262842
37,5,Sapiens: A Brief History of Humankind,24262842
38,5,The Soul of a New Machine,24262842
39,5,The Master Switch: The Rise and Fall of Information Empires,24262842
40,5,The Everything Store: Jeff Bezos and the Age of Amazon,24262842
41,5,The New New Thing: A Silicon Valley Story,24262842
42,5,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,24262842
43,3,Packing for Mars: The Curious Science of Life in the Void,24262842
44,5,Brave New World,24262842
45,5,Oryx and Crake,24262842
46,5,1984,24262842
0,5,A Civil Action,12041027
1,4,"The Tools of Argument: How the Best Lawyers Think, Argue, and Win",12041027
2,4,Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion,12041027
3,5,The Man to See,12041027
4,5,The Dead Hand: The Untold Story of the Cold War Arms Race and its Dangerous Legacy,12041027
5,5,Fahrenheit 451,12041027
6,4,"Dereliction of Duty: Lyndon Johnson, Robert McNamara, the Joint Chiefs of Staff, and the Lies That Led to Vietnam",12041027
7,4,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",12041027
8,4,SPQR: A History of Ancient Rome,12041027
9,4,The Underground Railroad,12041027
10,4,The Last of the Doughboys: The Forgotten Generation and Their Forgotten World War,12041027
11,5,Ghost Fleet: A Novel of the Next World War,12041027
12,4,The Guns of August,12041027
13,4,Tender Is the Night,12041027
14,5,The Road to Mecca,12041027
15,4,The Shambhala Guide to Sufism,12041027
16,4,Islam after Communism: Religion and Politics in Central Asia,12041027
17,5,"Armed Servants: Agency, Oversight, and Civil-Military Relations",12041027
18,4,Leaders and International Conflict,12041027
19,3,Democracies at War,12041027
20,4,The Death of Ivan Ilych And Other Stories,12041027
21,5,Battle Cry of Freedom,12041027
22,4,The Corrections,12041027
23,4,Brave New World,12041027
24,4,Othello,12041027
25,4,King Leopold's Ghost,12041027
26,5,An Occurrence at Owl Creek Bridge,12041027
27,5,This Republic of Suffering: Death and the American Civil War,12041027
28,5,"Unbroken: A World War II Story of Survival, Resilience and Redemption",12041027
29,4,HHhH,12041027
30,5,"Pacific Crucible: War at Sea in the Pacific, 1941-1942",12041027
31,5,Custer's Trials: A Life on the Frontier of a New America,12041027
32,5,"An Army at Dawn: The War in North Africa, 1942-1943",12041027
33,5,All the Light We Cannot See,12041027
34,3,Emma,12041027
35,3,Faust,12041027
36,4,How to Win Friends and Influence People,12041027
37,5,The Great War and Modern Memory,12041027
38,5,On Trails: An Exploration,12041027
39,5,The Last Battle,12041027
40,5,The Magician's Nephew,12041027
41,5,The Horse and His Boy,12041027
42,5,The Silver Chair,12041027
43,5,The Voyage of the Dawn Treader,12041027
44,5,Prince Caspian,12041027
45,5,"The Lion, the Witch and the Wardrobe",12041027
46,5,Harry Potter and the Deathly Hallows,12041027
47,5,Harry Potter and the Half-Blood Prince,12041027
48,5,Harry Potter and the Order of the Phoenix,12041027
49,5,Harry Potter and the Goblet of Fire,12041027
50,5,Harry Potter and the Prisoner of Azkaban,12041027
51,5,Harry Potter and the Chamber of Secrets,12041027
52,5,Harry Potter and the Sorcerer's Stone,12041027
53,4,The Portrait of a Lady,12041027
54,5,Dead Souls,12041027
55,5,The Book of Disquiet,12041027
56,5,The Remains of the Day,12041027
57,5,Washington: A Life,12041027
58,5,Ivanhoe,12041027
59,5,The Three Musketeers,12041027
60,5,Liberty's Exiles: American Loyalists in the Revolutionary World,12041027
61,5,A Bend in the River,12041027
62,5,The Big Stick: The Limits of Soft Power and the Necessity of Military Force,12041027
63,5,Ordinary Men: Reserve Police Battalion 101 and the Final Solution in Poland,12041027
64,4,Between the World and Me,12041027
65,5,The Path to Power,12041027
66,5,The Brothers Karamazov,12041027
67,5,Cat's Cradle,12041027
68,5,The Way of the Strangers: Encounters with the Islamic State,12041027
69,4,Theodore Rex,12041027
70,5,"The Black Count: Glory, Revolution, Betrayal, and the Real Count of Monte Cristo",12041027
71,5,Stoner,12041027
72,5,Lord of the Flies,12041027
73,5,Into the Wild,12041027
74,5,Jane Eyre,12041027
75,5,The Rise of Theodore Roosevelt,12041027
76,4,The Association of Small Bombs,12041027
77,5,"Outlaw Platoon: Heroes, Renegades, Infidels, and the Brotherhood of War in Afghanistan",12041027
78,5,The Things They Carried,12041027
79,5,Redeployment,12041027
80,5,War,12041027
81,5,Dispatches,12041027
82,5,Youngblood,12041027
83,5,Islam and the Future of Tolerance: A Dialogue,12041027
84,3,White Trash: The 400-Year Untold History of Class in America,12041027
85,5,"The Mantle of Command: FDR at War, 1941–1942",12041027
86,5,Duty: Memoirs of a Secretary at War,12041027
87,4,Politics,12041027
88,4,Far from the Madding Crowd,12041027
89,4,Cardozo and Frontiers of Legal Thinking: With Selected Opinions,12041027
90,4,Journey to the Center of the Earth,12041027
91,4,Twenty Thousand Leagues Under the Sea,12041027
92,4,Around the World in Eighty Days,12041027
93,5,A Game of Thrones,12041027
94,3,The Trial and Death of Socrates,12041027
95,5,Survival in Auschwitz,12041027
96,4,The Naked and the Dead,12041027
97,5,Johnny Got His Gun,12041027
98,5,The Complete Maus,12041027
99,5,Doctor Zhivago,12041027
100,5,The Overcoat,12041027
101,4,From Wealth to Power: The Unusual Origins of America's World Role,12041027
102,4,Essence of Decision: Explaining the Cuban Missile Crisis,12041027
103,4,Special Providence: American Foreign Policy and How It Changed the World,12041027
104,4,The Old Man and the Sea,12041027
105,5,Man's Search for Meaning,12041027
106,3,On War,12041027
107,5,One Day in the Life of Ivan Denisovich,12041027
108,3,The Gift,12041027
109,4,Mission to Paris,12041027
110,5,Life and Fate,12041027
111,5,"I, Claudius",12041027
112,2,Cement,12041027
113,5,Birdsong,12041027
114,5,Watchmen,12041027
115,2,Heart of Darkness,12041027
116,3,Invisible Man,12041027
117,5,Crime and Punishment,12041027
118,5,The Grapes of Wrath,12041027
119,4,Kurt Vonnegut's Cat's Cradle,12041027
120,3,Lolita,12041027
121,5,"Eugene Onegin, Vol. I",12041027
122,4,The Sun Also Rises,12041027
123,3,The Trial,12041027
124,5,The Master and Margarita,12041027
125,5,Watership Down,12041027
126,5,The Razor's Edge,12041027
127,4,Fall of Giants,12041027
128,5,Of Human Bondage,12041027
129,4,The Adventures of Huckleberry Finn,12041027
130,5,Where the Sidewalk Ends,12041027
131,5,The Hobbit,12041027
132,5,Night,12041027
133,5,Pride and Prejudice,12041027
134,3,What Is Art?,12041027
135,3,A Confession,12041027
136,3,Resurrection,12041027
137,3,The Kreutzer Sonata,12041027
138,4,The Death of Ivan Ilych,12041027
139,5,The Importance of Being Earnest,12041027
140,4,The Canterville Ghost,12041027
141,4,An Ideal Husband,12041027
142,5,Darkness at Noon,12041027
143,5,From Here to Eternity,12041027
144,4,A Wrinkle in Time,12041027
145,5,Goodbye to All That,12041027
146,4,The Picture of Dorian Gray,12041027
147,3,Anna Karenina,12041027
148,5,A Farewell to Arms,12041027
149,4,Three Soldiers,12041027
150,5,With the Old Breed: At Peleliu and Okinawa,12041027
151,5,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",12041027
152,3,Hard Times,12041027
153,4,White Fang,12041027
154,2,Silas Marner,12041027
155,4,The Jungle,12041027
156,3,North and South,12041027
157,4,The Giver,12041027
158,5,The Call of the Wild,12041027
159,3,Candide,12041027
160,5,Uncle Tom's Cabin,12041027
161,5,War and Peace,12041027
162,4,Babbitt,12041027
163,5,For Whom the Bell Tolls,12041027
164,5,East of Eden,12041027
165,4,The Diary of a Young Girl,12041027
166,4,The Kite Runner,12041027
167,5,The Catcher in the Rye,12041027
168,5,The Great Gatsby,12041027
169,5,All the King's Men,12041027
170,5,Catch-22,12041027
171,5,The Thin Red Line,12041027
172,5,All Quiet on the Western Front,12041027
173,4,Slaughterhouse-Five,12041027
174,5,Of Mice and Men,12041027
0,2,The Woman in the Window,5052643
1,4,The Nightingale,5052643
2,3,Reset: My Fight for Inclusion and Lasting Change,5052643
3,4,The Immortalists,5052643
4,3,China Rich Girlfriend,5052643
5,4,The Handmaid's Tale,5052643
6,4,Crazy Rich Asians,5052643
7,3,Manhattan Beach,5052643
8,5,Can't We Talk about Something More Pleasant?,5052643
9,4,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",5052643
10,4,Turtles All the Way Down,5052643
11,4,Eleanor Oliphant Is Completely Fine,5052643
12,4,"Where'd You Go, Bernadette",5052643
13,4,"Sing, Unburied, Sing",5052643
14,3,Little Fires Everywhere,5052643
15,3,Buck: A Memoir,5052643
16,4,Homegoing,5052643
17,3,Extremely Loud and Incredibly Close,5052643
18,4,Commonwealth,5052643
19,3,Mister Pip,5052643
20,3,Harry Potter and the Cursed Child - Parts One and Two,5052643
21,4,Call Me by Your Name,5052643
22,5,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",5052643
23,5,Fun Home: A Family Tragicomic,5052643
24,4,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,5052643
25,4,The Mothers,5052643
26,5,Eligible,5052643
27,4,The Sympathizer,5052643
28,4,The Goldfinch,5052643
29,4,Unaccustomed Earth,5052643
30,3,The Magnolia Story,5052643
31,4,Thank You for Smoking,5052643
32,5,Harry Potter and the Deathly Hallows,5052643
33,3,The Alchemist,5052643
34,3,Present Moment Wonderful Moment: Mindfulness Verses for Daily Living,5052643
35,4,"Showa, 1926-1939: A History of Japan",5052643
36,3,You Can't Touch My Hair: And Other Things I Still Have to Explain,5052643
37,4,Behold the Dreamers,5052643
38,5,Harry Potter and the Half-Blood Prince,5052643
39,3,Before the Fall,5052643
40,4,The Art of Happiness,5052643
41,2,The Graveyard Book,5052643
42,5,Harry Potter and the Order of the Phoenix,5052643
43,5,Harry Potter and the Goblet of Fire,5052643
44,5,Harry Potter and the Prisoner of Azkaban,5052643
45,5,Harry Potter and the Chamber of Secrets,5052643
46,0,Harry Potter and the Sorcerer's Stone,5052643
47,4,A Wrinkle in Time,5052643
48,5,Flowers for Algernon,5052643
49,4,The Metamorphosis,5052643
50,4,Fahrenheit 451,5052643
51,5,Of Mice and Men,5052643
52,3,Lord of the Flies,5052643
53,4,Animal Farm,5052643
54,5,The Da Vinci Code,5052643
55,5,We Should All Be Feminists,5052643
56,1,"Yes, Chef",5052643
57,3,Is Everyone Hanging Out Without Me?,5052643
58,0,To Kill a Mockingbird,5052643
59,0,Catch-22,5052643
60,0,The Hunger Games,5052643
61,0,The Diving Bell and the Butterfly,5052643
62,0,The Bell Jar,5052643
63,0,Divine Secrets of the Ya-Ya Sisterhood,5052643
64,0,The Second Summer of the Sisterhood,5052643
65,0,The Sisterhood of the Traveling Pants,5052643
66,3,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",5052643
67,3,You Deserve Nothing,5052643
68,2,Fates and Furies,5052643
69,2,The Nest,5052643
70,2,All We Ever Wanted Was Everything,5052643
71,5,Cutting for Stone,5052643
72,0,Speak,5052643
73,0,The Lonely Londoners,5052643
74,0,A Million Little Pieces,5052643
75,0,She's Come Undone,5052643
76,0,Einstein's Dreams,5052643
77,0,The Five People You Meet in Heaven,5052643
78,0,Tuesdays with Morrie,5052643
79,0,Kafka Was the Rage: A Greenwich Village Memoir,5052643
80,3,The Night of the Gun,5052643
81,4,All the Light We Cannot See,5052643
82,4,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,5052643
83,4,When Breath Becomes Air,5052643
84,4,We Are All Completely Beside Ourselves,5052643
85,0,Modern Romance,5052643
86,0,Humans of New York: Stories,5052643
87,5,The Curious Incident of the Dog in the Night-Time,5052643
88,3,"Drinking, Smoking and Screwing: Great Writers on Good Times",5052643
89,3,Nickel and Dimed: On (Not) Getting by in America,5052643
90,4,Blink: The Power of Thinking Without Thinking,5052643
91,4,The Tipping Point: How Little Things Can Make a Big Difference,5052643
92,4,Outliers: The Story of Success,5052643
93,3,The Year of Magical Thinking,5052643
94,4,"Love, Loss and What I Wore",5052643
95,4,I Remember Nothing: and Other Reflections,5052643
96,4,Battle Hymn of the Tiger Mother,5052643
97,4,I Feel Bad about My Neck: And Other Thoughts on Being a Woman,5052643
98,4,The Brief Wondrous Life of Oscar Wao,5052643
99,3,Bossypants,5052643
100,3,"Lean In: Women, Work, and the Will to Lead",5052643
101,4,The House on Mango Street,5052643
102,4,The Catcher in the Rye,5052643
103,5,A Tree Grows in Brooklyn,5052643
104,4,The Perks of Being a Wallflower,5052643
105,3,No One Belongs Here More Than You,5052643
106,0,Steve Jobs,5052643
107,0,Binge,5052643
108,4,The Kite Runner,5052643
109,5,Americanah,5052643
110,3,Brain on Fire: My Month of Madness,5052643
111,4,Me Talk Pretty One Day,5052643
112,1,Slow Train to Guantanamo: A Rail Odyssey Through Cuba in the Last Days of the Castros,5052643
113,4,Yes Please,5052643
114,4,Between the World and Me,5052643
115,3,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,5052643
116,5,Love in the Time of Cholera,5052643
117,3,Mr. Penumbra's 24-Hour Bookstore,5052643
0,5,Tehanu,29377615
1,4,Tales of Yoruba Gods & Heroes,29377615
2,4,No Time to Spare: Thinking About What Matters,29377615
3,5,The Wild Girls,29377615
4,3,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,29377615
5,5,Stamped from the Beginning: The Definitive History of Racist Ideas in America,29377615
6,5,The Road,29377615
7,4,Life on Mars,29377615
8,4,Oathbringer,29377615
9,5,Norse Mythology,29377615
10,5,Turtles All the Way Down,29377615
11,2,Heart of Darkness,29377615
12,4,The Lathe of Heaven,29377615
13,5,Babylon's Ashes,29377615
14,5,The Stone Sky,29377615
15,5,Counting Descent,29377615
16,2,VALIS,29377615
17,5,The Underground Railroad,29377615
18,5,The Churn,29377615
19,5,Nemesis Games,29377615
20,4,Cibola Burn,29377615
21,4,Abaddon's Gate,29377615
22,5,Black Hole Blues and Other Songs from Outer Space,29377615
23,4,Narrow Road to the Interior: And Other Writings,29377615
24,5,Anti-Intellectualism in American Life,29377615
25,5,The Brief Wondrous Life of Oscar Wao,29377615
26,5,White Teeth,29377615
27,5,Caliban's War,29377615
28,5,The Bomb,29377615
29,5,The Complete Persepolis,29377615
30,4,All Those Strangers: The Art and Lives of James Baldwin,29377615
31,5,The Farthest Shore,29377615
32,5,The Tombs of Atuan,29377615
33,3,A Wizard of Earthsea,29377615
34,4,Leviathan Wakes,29377615
35,5,"The Wave in the Mind: Talks & Essays on the Writer, the Reader & the Imagination",29377615
36,5,The Devourers,29377615
37,5,The Dispossessed,29377615
38,5,Drown,29377615
39,5,The Slow Regard of Silent Things,29377615
40,4,The Wise Man's Fear,29377615
41,3,Intimations: Stories,29377615
42,3,The Name of the Wind,29377615
43,5,The Earth Shall Weep: A History of Native America,29377615
44,5,Citizen: An American Lyric,29377615
45,5,The Obelisk Gate,29377615
46,5,Being a Beast: Adventures Across the Species Divide,29377615
47,5,Uprooted,29377615
48,4,SPQR: A History of Ancient Rome,29377615
49,5,The Fifth Season,29377615
50,4,The Gift,29377615
51,2,The Claw of the Conciliator,29377615
52,5,1491: New Revelations of the Americas Before Columbus,29377615
53,5,The Years of Rice and Salt,29377615
54,3,The Edge of the World: A Cultural History of the North Sea and the Transformation of Europe,29377615
55,2,The Shadow of the Torturer,29377615
56,5,Pani Jeziora,29377615
57,5,The Tower of Swallows,29377615
58,5,Baptism of Fire,29377615
59,5,The Time of Contempt,29377615
60,1,My Ántonia,29377615
61,3,Life of Pi,29377615
62,4,The Aeneid,29377615
63,4,The Iliad,29377615
64,5,Blood of Elves,29377615
65,5,Sword of Destiny,29377615
66,5,The Last Wish,29377615
67,5,"Tetralogue: I'm Right, You're Wrong",29377615
68,4,One Hundred Years of Solitude,29377615
69,5,All the Light We Cannot See,29377615
70,5,QED: The Strange Theory of Light and Matter,29377615
71,5,Words of Radiance,29377615
72,5,The Way of Kings,29377615
73,3,The Pea and the Sun: A Mathematical Paradox,29377615
74,3,Aurora,29377615
75,5,The Structure of Scientific Revolutions,29377615
76,4,Far North,29377615
77,4,Dune,29377615
78,5,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,29377615
79,4,Chaos: Making a New Science,29377615
80,5,Man's Search for Meaning,29377615
81,5,The Hitchhiker's Guide to the Galaxy,29377615
82,5,Reach of Rome,29377615
83,4,The Alchemist,29377615
84,5,On the Road,29377615
85,3,Blood Music,29377615
86,4,Everything Matters!,29377615
87,4,Dawn,29377615
88,3,I and Thou,29377615
89,5,Leaves of Grass: The Complete Deathbed Edition,29377615
90,5,The Giving Tree,29377615
91,4,The Prophet,29377615
92,4,The Martian,29377615
93,4,Zoom: How Everything Moves: From Atoms and Galaxies to Blizzards and Bees,29377615
94,5,The Metamorphosis and Other Stories,29377615
95,3,The Castle,29377615
96,4,2312,29377615
97,4,Othello,29377615
98,4,The Jungle Book,29377615
99,5,Art History,29377615
100,5,Buddhist Scriptures,29377615
101,5,A Buddhist Bible,29377615
102,3,The Poetic Edda,29377615
103,5,Second Foundation,29377615
104,4,Foundation and Empire,29377615
105,5,Foundation,29377615
106,5,The Good Earth,29377615
107,5,The Importance of Being Earnest,29377615
108,4,The Gods Themselves,29377615
109,5,Of Mice and Men,29377615
110,5,Flatland: A Romance of Many Dimensions,29377615
111,5,A People's History of the United States,29377615
112,4,The Cyberiad,29377615
113,5,Hamlet,29377615
114,5,The Autobiography of Malcolm X,29377615
115,3,Death of a King: The Real Story of Dr. Martin Luther King Jr.'s Final Year,29377615
116,3,An Astronaut's Guide to Life on Earth,29377615
117,5,The Adventures of Huckleberry Finn,29377615
118,5,"Slapstick, or Lonesome No More!",29377615
119,5,Galápagos,29377615
120,5,The Sirens of Titan,29377615
121,5,Cat's Cradle,29377615
122,5,Space Race: The Epic Battle Between America and the Soviet Union for Dominion of Space,29377615
123,4,A Universe from Nothing: Why There Is Something Rather Than Nothing,29377615
124,5,Harry Potter and the Deathly Hallows,29377615
125,4,Harry Potter and the Half-Blood Prince,29377615
126,4,Harry Potter and the Order of the Phoenix,29377615
127,5,Harry Potter and the Goblet of Fire,29377615
128,5,Harry Potter and the Prisoner of Azkaban,29377615
129,4,Harry Potter and the Chamber of Secrets,29377615
130,4,A Wrinkle in Time,29377615
131,5,A Modest Proposal,29377615
132,2,The Canterbury Tales,29377615
133,5,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",29377615
134,5,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",29377615
135,5,The Gunslinger,29377615
136,4,"The Lion, the Witch and the Wardrobe",29377615
137,3,Eragon,29377615
138,3,Harry Potter and the Sorcerer's Stone,29377615
139,5,The Jungle Books,29377615
140,5,Aesop's Fables,29377615
141,4,Things Fall Apart,29377615
142,3,The Glass Menagerie,29377615
143,5,Death of a Salesman,29377615
144,4,The War of the Worlds,29377615
145,2,Mrs. Dalloway,29377615
146,5,All Quiet on the Western Front,29377615
147,5,The I Ching or Book of Changes,29377615
148,5,Tao Te Ching,29377615
149,5,Siddhartha,29377615
150,3,The Giver,29377615
151,3,Antigone,29377615
152,5,Julius Caesar,29377615
153,2,A Tree Grows in Brooklyn,29377615
154,4,The Martian Chronicles,29377615
155,4,Journey to the Center of the Earth,29377615
156,4,The Time Machine,29377615
157,5,The Stranger,29377615
158,5,The Sun Also Rises,29377615
159,5,Slaughterhouse-Five,29377615
160,5,Macbeth,29377615
161,4,Do Androids Dream of Electric Sheep?,29377615
162,5,Brave New World,29377615
163,3,Great Expectations,29377615
164,4,Lord of the Flies,29377615
165,5,Animal Farm,29377615
166,4,Oedipus Rex,29377615
167,4,Romeo and Juliet,29377615
168,5,1984,29377615
169,4,The Great Gatsby,29377615
170,5,To Kill a Mockingbird,29377615
171,3,Pride and Prejudice,29377615
172,4,The Hobbit,29377615
173,4,The Odyssey,29377615
174,4,Aeneid: Books I-VI,29377615
175,5,Carthage Must Be Destroyed: The Rise and Fall of an Ancient Civilization,29377615
176,4,Gulliver's Travels,29377615
177,5,Notes of a Native Son,29377615
178,5,The Fire Next Time,29377615
179,3,Go Tell It on the Mountain,29377615
180,3,Blue Mars,29377615
181,5,Green Mars,29377615
182,5,Red Mars,29377615
183,5,The Lord of the Rings,29377615
184,4,Genius: The Life and Science of Richard Feynman,29377615
185,5,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",29377615
0,0,Alice's Adventures in Wonderland,71721333
1,0,The Oedipus Cycle: Oedipus Rex/Oedipus at Colonus/Antigone,71721333
2,0,Night,71721333
3,0,A Study in Scarlet,71721333
4,0,The Crucible,71721333
5,0,Six Degrees of Separation,71721333
6,0,Sexual Perversity in Chicago & The Duck Variations,71721333
7,0,Marjorie Prime,71721333
8,0,Collected Stories,71721333
9,0,Doubt,71721333
10,0,Uncle Vanya,71721333
11,0,Girl with Curious Hair,71721333
12,0,The Thirty-Six Dramatic Situations,71721333
13,0,Broken Harbor,71721333
14,0,American Gods,71721333
15,0,Greatest Plays  translated by Elisaveta Fen  illistrated by Stan Hunter,71721333
16,0,American Buffalo,71721333
17,0,The Pillowman,71721333
18,0,The Piano Lesson,71721333
19,0,Rosencrantz and Guildenstern Are Dead,71721333
20,0,August: Osage County,71721333
21,0,Levitation: Five Fictions,71721333
22,0,Redeployment,71721333
23,0,TWO PLAYS: A Streetcar Named Desire & A Cat on a Hot Tin Roof,71721333
24,0,Six Plays: The Children's Hour / Days to Come / The Little Foxes / Watch on the Rhine / Another Part of the Forest / The Autumn Garden,71721333
25,0,Lobby Hero,71721333
26,0,This is Our Youth,71721333
27,0,The Beauty Queen of Leenane and Other Plays,71721333
28,0,"A Christmas Carol, The Chimes and The Cricket on the Hearth",71721333
29,0,Death of a Salesman,71721333
30,0,The Portable Romantic Poets: Blake to Poe,71721333
31,0,Waiting for Godot,71721333
32,0,Seven Plays,71721333
33,0,The Collected Poems of Emily Dickinson,71721333
34,0,William Shakespeare Selected Plays,71721333
35,0,Four Major Plays: A Doll's House / Ghosts / Hedda Gabler / The Master Builder,71721333
36,0,Fear of Flying,71721333
37,0,The Rest Is Noise: Listening to the Twentieth Century,71721333
38,0,Beyond Good and Evil,71721333
39,0,The Mysteries of Pittsburgh,71721333
40,0,The Hero With a Thousand Faces,71721333
41,0,Poet in New York,71721333
42,0,Five Plays: The Father / Miss Julie / The Dance of Death / A Dream Play / The Ghost Sonata,71721333
43,0,A Brief History of Time,71721333
44,0,Sons and Lovers,71721333
45,0,Three-Ten to Yuma and Other Stories,71721333
46,0,Walden & Civil Disobedience,71721333
